id	value	cell_tested	state_tested	dnase_tested	cell_picked	state_picked	dnase_picked	matched	coords	len
#5267	2.043	K562	9:DNaseU	DNase	K562	9:DNaseU	DNase	matched	chr18:48,535,489-48,535,783	295
#5202	2.023	K562	9:DNaseU	DNase	K562	9:DNaseU	DNase	matched	chr18:1,191,649-1,191,943	295
#5374	1.979	K562	9:DNaseU	DNase	K562	9:DNaseU	DNase	matched	chr10:124,406,849-124,407,143	295
#13119	1.967	K562	9:DNaseU	DNase	K562	9:DNaseU	DNase	matched	chr21:15,091,449-15,091,743	295
#5272	1.948	K562	9:DNaseU	DNase	K562	9:DNaseU	DNase	matched	chrX:130,844,989-130,845,283	295
#13137	1.948	K562	9:DNaseU	DNase	K562	9:DNaseU	DNase	matched	chr8:12,293,969-12,294,263	295
#5297	1.934	K562	9:DNaseU	DNase	K562	9:DNaseU	DNase	matched	chr21:39,596,089-39,596,383	295
#13191	1.705	K562	9:DNaseU	DNase	K562	9:DNaseU	DNase	matched	chrX:53,506,329-53,506,623	295
#13107	1.675	K562	9:DNaseU	DNase	K562	9:DNaseU	DNase	matched	chrX:130,950,869-130,951,163	295
#13066	1.634	K562	9:DNaseU	DNase	K562	9:DNaseU	DNase	matched	chr22:27,173,449-27,173,743	295
#13223	1.602	K562	9:DNaseU	DNase	K562	9:DNaseU	DNase	matched	chr22:17,827,949-17,828,243	295
#5377	1.598	K562	9:DNaseU	DNase	K562	9:DNaseU	DNase	matched	chr14:67,653,949-67,654,243	295
#5299	1.528	K562	9:DNaseU	DNase	K562	9:DNaseU	DNase	matched	chr2:73,571,169-73,571,463	295
#13100	1.416	K562	9:DNaseU	DNase	K562	9:DNaseU	DNase	matched	chr7:97,884,649-97,884,943	295
#13089	1.348	K562	9:DNaseU	DNase	K562	9:DNaseU	DNase	matched	chr3:186,213,129-186,213,423	295
#13189	1.262	K562	9:DNaseU	DNase	K562	9:DNaseU	DNase	matched	chr17:812,949-813,243	295
#13114	1.206	K562	9:DNaseU	DNase	K562	9:DNaseU	DNase	matched	chr10:120,991,829-120,992,123	295
#5211	1.204	K562	9:DNaseU	DNase	K562	9:DNaseU	DNase	matched	chr14:66,871,889-66,872,183	295
#13144	1.183	K562	9:DNaseU	DNase	K562	9:DNaseU	DNase	matched	chr4:184,017,529-184,017,823	295
#13175	1.153	K562	9:DNaseU	DNase	K562	9:DNaseU	DNase	matched	chr8:80,605,069-80,605,363	295
#5379	1.079	K562	9:DNaseU	DNase	K562	9:DNaseU	DNase	matched	chr3:97,715,849-97,716,143	295
#5380	1.042	K562	9:DNaseU	DNase	K562	9:DNaseU	DNase	matched	chr14:71,757,789-71,758,083	295
#5316	1.023	K562	9:DNaseU	DNase	K562	9:DNaseU	DNase	matched	chr21:15,950,509-15,950,803	295
#13257	6.413	K562	10:DNaseD	DNase	K562	10:DNaseD	DNase	matched	chr17:6,094,749-6,095,043	295
#5388	4.203	K562	10:DNaseD	DNase	K562	10:DNaseD	DNase	matched	chr4:7,541,469-7,541,763	295
#13242	3.470	K562	10:DNaseD	DNase	K562	10:DNaseD	DNase	matched	chr19:3,162,449-3,162,743	295
#13260	2.751	K562	10:DNaseD	DNase	K562	10:DNaseD	DNase	matched	chr15:53,495,689-53,495,983	295
#5386	2.692	K562	10:DNaseD	DNase	K562	10:DNaseD	DNase	matched	chr9:133,377,049-133,377,343	295
#5399	1.699	K562	10:DNaseD	DNase	K562	10:DNaseD	DNase	matched	chr18:13,461,609-13,461,903	295
#5390	1.302	K562	10:DNaseD	DNase	K562	10:DNaseD	DNase	matched	chr7:39,986,349-39,986,643	295
#13267	5.927	K562	11:FaireW	DNase	K562	11:FaireW	DNase	matched	chr10:114,220,769-114,221,063	295
#13270	1.758	K562	11:FaireW	DNase	K562	11:FaireW	DNase	matched	chrX:62,974,889-62,975,183	295
#5406	1.140	K562	11:FaireW	DNase	K562	11:FaireW	DNase	matched	chr17:33,478,089-33,478,383	295
#5528	5.341	K562	12:CtcfO	DNase	K562	12:CtcfO	DNase	matched	chr10:122,702,369-122,702,663	295
#13423	5.020	K562	12:CtcfO	DNase	K562	12:CtcfO	DNase	matched	chr11:126,586,389-126,586,683	295
#5518	4.268	K562	12:CtcfO	DNase	K562	12:CtcfO	DNase	matched	chr19:51,497,469-51,497,763	295
#13461	3.953	K562	12:CtcfO	DNase	K562	12:CtcfO	DNase	matched	chr12:110,540,109-110,540,403	295
#5591	3.863	K562	12:CtcfO	DNase	K562	12:CtcfO	DNase	matched	chr7:88,176,069-88,176,363	295
#13397	3.656	K562	12:CtcfO	DNase	K562	12:CtcfO	DNase	matched	chr11:133,273,749-133,274,043	295
#13337	3.596	K562	12:CtcfO	DNase	K562	12:CtcfO	DNase	matched	chr3:97,758,189-97,758,483	295
#5569	3.346	K562	12:CtcfO	DNase	K562	12:CtcfO	DNase	matched	chr5:30,040,649-30,040,943	295
#13392	3.067	K562	12:CtcfO	DNase	K562	12:CtcfO	DNase	matched	chrX:11,577,149-11,577,443	295
#13297	3.023	K562	12:CtcfO	DNase	K562	12:CtcfO	DNase	matched	chr1:120,491,289-120,491,583	295
#5459	2.887	K562	12:CtcfO	DNase	K562	12:CtcfO	DNase	matched	chr1:160,078,749-160,079,043	295
#5540	2.770	K562	12:CtcfO	DNase	K562	12:CtcfO	DNase	matched	chr15:58,562,229-58,562,523	295
#5425	2.759	K562	12:CtcfO	DNase	K562	12:CtcfO	DNase	matched	chr7:129,917,909-129,918,203	295
#13459	2.740	K562	12:CtcfO	DNase	K562	12:CtcfO	DNase	matched	chr11:123,349,129-123,349,423	295
#13455	2.640	K562	12:CtcfO	DNase	K562	12:CtcfO	DNase	matched	chr6:7,001,609-7,001,903	295
#13434	2.522	K562	12:CtcfO	DNase	K562	12:CtcfO	DNase	matched	chr2:7,177,889-7,178,183	295
#5606	2.467	K562	12:CtcfO	DNase	K562	12:CtcfO	DNase	matched	chr7:128,911,629-128,911,923	295
#5421	2.367	K562	12:CtcfO	DNase	K562	12:CtcfO	DNase	matched	chr11:18,797,229-18,797,523	295
#13388	2.340	K562	12:CtcfO	DNase	K562	12:CtcfO	DNase	matched	chr6:137,910,609-137,910,903	295
#5458	2.323	K562	12:CtcfO	DNase	K562	12:CtcfO	DNase	matched	chr18:45,971,909-45,972,203	295
#5412	2.195	K562	12:CtcfO	DNase	K562	12:CtcfO	DNase	matched	chr6:41,570,809-41,571,103	295
#5469	2.183	K562	12:CtcfO	DNase	K562	12:CtcfO	DNase	matched	chr22:27,231,909-27,232,203	295
#5588	2.150	K562	12:CtcfO	DNase	K562	12:CtcfO	DNase	matched	chrX:12,919,649-12,919,943	295
#13468	1.866	K562	12:CtcfO	DNase	K562	12:CtcfO	DNase	matched	chr8:104,719,589-104,719,883	295
#13430	1.858	K562	12:CtcfO	DNase	K562	12:CtcfO	DNase	matched	chr12:7,741,409-7,741,703	295
#13384	1.832	K562	12:CtcfO	DNase	K562	12:CtcfO	DNase	matched	chr19:50,832,349-50,832,643	295
#13319	1.804	K562	12:CtcfO	DNase	K562	12:CtcfO	DNase	matched	chr9:19,457,429-19,457,723	295
#5418	1.792	K562	12:CtcfO	DNase	K562	12:CtcfO	DNase	matched	chr3:11,815,829-11,816,123	295
#13344	1.778	K562	12:CtcfO	DNase	K562	12:CtcfO	DNase	matched	chr12:3,182,609-3,182,903	295
#5599	1.776	K562	12:CtcfO	DNase	K562	12:CtcfO	DNase	matched	chr6:8,983,409-8,983,703	295
#5413	1.775	K562	12:CtcfO	DNase	K562	12:CtcfO	DNase	matched	chr12:57,657,569-57,657,863	295
#13327	1.753	K562	12:CtcfO	DNase	K562	12:CtcfO	DNase	matched	chr10:124,802,929-124,803,223	295
#5487	1.747	K562	12:CtcfO	DNase	K562	12:CtcfO	DNase	matched	chr5:52,721,849-52,722,143	295
#5451	1.746	K562	12:CtcfO	DNase	K562	12:CtcfO	DNase	matched	chr12:54,426,349-54,426,643	295
#5532	1.733	K562	12:CtcfO	DNase	K562	12:CtcfO	DNase	matched	chr1:233,654,169-233,654,463	295
#13366	1.674	K562	12:CtcfO	DNase	K562	12:CtcfO	DNase	matched	chr14:71,284,449-71,284,743	295
#5503	1.629	K562	12:CtcfO	DNase	K562	12:CtcfO	DNase	matched	chr17:15,732,109-15,732,403	295
#13289	1.620	K562	12:CtcfO	DNase	K562	12:CtcfO	DNase	matched	chr14:77,114,069-77,114,363	295
#13283	1.582	K562	12:CtcfO	DNase	K562	12:CtcfO	DNase	matched	chr4:167,086,989-167,087,283	295
#13339	1.543	K562	12:CtcfO	DNase	K562	12:CtcfO	DNase	matched	chr10:86,112,029-86,112,323	295
#5551	1.543	K562	12:CtcfO	DNase	K562	12:CtcfO	DNase	matched	chr10:32,496,469-32,496,763	295
#13285	1.529	K562	12:CtcfO	DNase	K562	12:CtcfO	DNase	matched	chr7:135,388,849-135,389,143	295
#13405	1.512	K562	12:CtcfO	DNase	K562	12:CtcfO	DNase	matched	chr19:5,001,529-5,001,823	295
#5577	1.504	K562	12:CtcfO	DNase	K562	12:CtcfO	DNase	matched	chr2:201,715,309-201,715,603	295
#5434	1.496	K562	12:CtcfO	DNase	K562	12:CtcfO	DNase	matched	chr17:41,955,949-41,956,243	295
#5468	1.491	K562	12:CtcfO	DNase	K562	12:CtcfO	DNase	matched	chr16:71,401,249-71,401,543	295
#13334	1.488	K562	12:CtcfO	DNase	K562	12:CtcfO	DNase	matched	chr5:133,437,729-133,438,023	295
#13437	1.470	K562	12:CtcfO	DNase	K562	12:CtcfO	DNase	matched	chr3:36,742,469-36,742,763	295
#13363	1.426	K562	12:CtcfO	DNase	K562	12:CtcfO	DNase	matched	chr8:27,283,729-27,284,023	295
#5538	1.419	K562	12:CtcfO	DNase	K562	12:CtcfO	DNase	matched	chr18:52,901,889-52,902,183	295
#5491	1.410	K562	12:CtcfO	DNase	K562	12:CtcfO	DNase	matched	chr1:53,910,269-53,910,563	295
#13451	1.403	K562	12:CtcfO	DNase	K562	12:CtcfO	DNase	matched	chrX:130,902,269-130,902,563	295
#13395	1.402	K562	12:CtcfO	DNase	K562	12:CtcfO	DNase	matched	chr22:47,847,969-47,848,263	295
#13332	1.394	K562	12:CtcfO	DNase	K562	12:CtcfO	DNase	matched	chr5:106,907,749-106,908,043	295
#13349	1.368	K562	12:CtcfO	DNase	K562	12:CtcfO	DNase	matched	chrX:27,417,009-27,417,303	295
#5478	1.358	K562	12:CtcfO	DNase	K562	12:CtcfO	DNase	matched	chr2:20,611,249-20,611,543	295
#13463	1.355	K562	12:CtcfO	DNase	K562	12:CtcfO	DNase	matched	chr19:46,768,569-46,768,863	295
#13408	1.344	K562	12:CtcfO	DNase	K562	12:CtcfO	DNase	matched	chr3:149,198,189-149,198,483	295
#13309	1.330	K562	12:CtcfO	DNase	K562	12:CtcfO	DNase	matched	chr7:130,560,069-130,560,363	295
#13304	1.312	K562	12:CtcfO	DNase	K562	12:CtcfO	DNase	matched	chr11:120,804,829-120,805,123	295
#5446	1.281	K562	12:CtcfO	DNase	K562	12:CtcfO	DNase	matched	chr7:142,340,069-142,340,363	295
#13381	1.256	K562	12:CtcfO	DNase	K562	12:CtcfO	DNase	matched	chr6:90,081,809-90,082,103	295
#13411	1.237	K562	12:CtcfO	DNase	K562	12:CtcfO	DNase	matched	chr20:61,478,889-61,479,183	295
#13401	1.231	K562	12:CtcfO	DNase	K562	12:CtcfO	DNase	matched	chr4:75,397,609-75,397,903	295
#5573	1.209	K562	12:CtcfO	DNase	K562	12:CtcfO	DNase	matched	chr16:9,352,349-9,352,643	295
#5495	1.198	K562	12:CtcfO	DNase	K562	12:CtcfO	DNase	matched	chr20:22,314,809-22,315,103	295
#13361	1.189	K562	12:CtcfO	DNase	K562	12:CtcfO	DNase	matched	chr15:67,749,289-67,749,583	295
#5490	1.182	K562	12:CtcfO	DNase	K562	12:CtcfO	DNase	matched	chr3:149,525,989-149,526,283	295
#13338	1.176	K562	12:CtcfO	DNase	K562	12:CtcfO	DNase	matched	chr9:128,124,129-128,124,423	295
#5602	1.146	K562	12:CtcfO	DNase	K562	12:CtcfO	DNase	matched	chr4:58,292,969-58,293,263	295
#5541	1.140	K562	12:CtcfO	DNase	K562	12:CtcfO	DNase	matched	chr2:232,316,709-232,317,003	295
#13460	1.121	K562	12:CtcfO	DNase	K562	12:CtcfO	DNase	matched	chr19:13,708,509-13,708,803	295
#13396	1.117	K562	12:CtcfO	DNase	K562	12:CtcfO	DNase	matched	chr7:51,228,729-51,229,023	295
#13369	1.106	K562	12:CtcfO	DNase	K562	12:CtcfO	DNase	matched	chr5:64,333,689-64,333,983	295
#5436	1.083	K562	12:CtcfO	DNase	K562	12:CtcfO	DNase	matched	chr14:58,539,329-58,539,623	295
#5454	1.050	K562	12:CtcfO	DNase	K562	12:CtcfO	DNase	matched	chr11:60,101,509-60,101,803	295
#13290	1.039	K562	12:CtcfO	DNase	K562	12:CtcfO	DNase	matched	chr1:120,092,309-120,092,603	295
#5509	1.033	K562	12:CtcfO	DNase	K562	12:CtcfO	DNase	matched	chr4:73,371,069-73,371,363	295
#5488	1.023	K562	12:CtcfO	DNase	K562	12:CtcfO	DNase	matched	chr1:95,774,569-95,774,863	295
#13517	4.895	K562	13:Ctcf	DNase	K562	13:Ctcf	DNase	matched	chr15:46,007,109-46,007,403	295
#13490	3.904	K562	13:Ctcf	DNase	K562	13:Ctcf	DNase	matched	chr4:42,304,429-42,304,723	295
#13514	2.754	K562	13:Ctcf	DNase	K562	13:Ctcf	DNase	matched	chr12:11,054,049-11,054,343	295
#5628	2.496	K562	13:Ctcf	DNase	K562	13:Ctcf	DNase	matched	chr1:188,751,369-188,751,663	295
#13516	2.348	K562	13:Ctcf	DNase	K562	13:Ctcf	DNase	matched	chr2:83,103,069-83,103,363	295
#5660	1.769	K562	13:Ctcf	DNase	K562	13:Ctcf	DNase	matched	chrX:128,249,069-128,249,363	295
#13511	1.563	K562	13:Ctcf	DNase	K562	13:Ctcf	DNase	matched	chr2:166,150,249-166,150,543	295
#5644	1.438	K562	13:Ctcf	DNase	K562	13:Ctcf	DNase	matched	chrX:31,297,429-31,297,723	295
#5619	1.375	K562	13:Ctcf	DNase	K562	13:Ctcf	DNase	matched	chr2:216,354,229-216,354,523	295
#5612	1.180	K562	13:Ctcf	DNase	K562	13:Ctcf	DNase	matched	chr21:46,175,169-46,175,463	295
#5653	1.085	K562	13:Ctcf	DNase	K562	13:Ctcf	DNase	matched	chr2:213,727,909-213,728,203	295
#13479	1.061	K562	13:Ctcf	DNase	K562	13:Ctcf	DNase	matched	chr2:23,605,989-23,606,283	295
#13525	6.365	K562	14:Gen5'	DNase	K562	14:Gen5'	DNase	matched	chr6:18,242,669-18,242,963	295
#13542	5.607	K562	14:Gen5'	DNase	K562	14:Gen5'	DNase	matched	chr8:38,651,489-38,651,783	295
#13528	4.638	K562	14:Gen5'	DNase	K562	14:Gen5'	DNase	matched	chr16:48,334,249-48,334,543	295
#5682	2.806	K562	14:Gen5'	DNase	K562	14:Gen5'	DNase	matched	chr1:12,633,909-12,634,203	295
#13538	2.774	K562	14:Gen5'	DNase	K562	14:Gen5'	DNase	matched	chr1:1,047,889-1,048,183	295
#13552	2.273	K562	14:Gen5'	DNase	K562	14:Gen5'	DNase	matched	chr1:156,261,189-156,261,483	295
#5698	2.113	K562	14:Gen5'	DNase	K562	14:Gen5'	DNase	matched	chr19:3,691,009-3,691,303	295
#13566	2.084	K562	14:Gen5'	DNase	K562	14:Gen5'	DNase	matched	chr20:37,054,689-37,054,983	295
#5680	1.872	K562	14:Gen5'	DNase	K562	14:Gen5'	DNase	matched	chr16:27,549,889-27,550,183	295
#13537	1.678	K562	14:Gen5'	DNase	K562	14:Gen5'	DNase	matched	chr6:129,920,009-129,920,303	295
#13534	1.578	K562	14:Gen5'	DNase	K562	14:Gen5'	DNase	matched	chr5:140,900,789-140,901,083	295
#5683	1.138	K562	14:Gen5'	DNase	K562	14:Gen5'	DNase	matched	chr3:176,757,709-176,758,003	295
#5673	1.086	K562	14:Gen5'	DNase	K562	14:Gen5'	DNase	matched	chr15:49,535,089-49,535,383	295
#13578	4.808	K562	15:Elon	DNase	K562	15:Elon	DNase	matched	chr7:156,552,609-156,552,903	295
#13574	1.020	K562	15:Elon	DNase	K562	15:Elon	DNase	matched	chr11:45,883,509-45,883,803	295
#13581	1.505	K562	16:ElonW	DNase	K562	16:ElonW	DNase	matched	chr6:86,261,029-86,261,323	295
#13585	1.090	K562	16:ElonW	DNase	K562	16:ElonW	DNase	matched	chr10:104,157,529-104,157,823	295
#13594	1.322	K562	17:Gen3'	DNase	K562	17:Gen3'	DNase	matched	chr16:88,655,929-88,656,223	295
#13625	4.182	K562	18:Pol2	DNase	K562	18:Pol2	DNase	matched	chr22:29,264,409-29,264,703	295
#13606	3.474	K562	18:Pol2	DNase	K562	18:Pol2	DNase	matched	chr4:134,189,389-134,189,683	295
#5762	3.206	K562	18:Pol2	DNase	K562	18:Pol2	DNase	matched	chrX:55,034,209-55,034,503	295
#13624	2.514	K562	18:Pol2	DNase	K562	18:Pol2	DNase	matched	chrX:134,971,109-134,971,403	295
#5751	2.089	K562	18:Pol2	DNase	K562	18:Pol2	DNase	matched	chr14:105,493,509-105,493,803	295
#13602	1.369	K562	18:Pol2	DNase	K562	18:Pol2	DNase	matched	chr19:13,296,789-13,297,083	295
#13618	1.127	K562	18:Pol2	DNase	K562	18:Pol2	DNase	matched	chr2:74,448,289-74,448,583	295
#5777	4.329	K562	20:ReprD	DNase	K562	20:ReprD	DNase	matched	chr9:101,472,309-101,472,603	295
#5784	2.274	K562	20:ReprD	DNase	K562	20:ReprD	DNase	matched	chr7:140,294,129-140,294,423	295
#13644	1.922	K562	20:ReprD	DNase	K562	20:ReprD	DNase	matched	chr17:64,974,609-64,974,903	295
#13651	1.870	K562	20:ReprD	DNase	K562	20:ReprD	DNase	matched	chr15:74,225,169-74,225,463	295
#5792	1.778	K562	20:ReprD	DNase	K562	20:ReprD	DNase	matched	chr19:40,653,609-40,653,903	295
#13640	1.497	K562	20:ReprD	DNase	K562	20:ReprD	DNase	matched	chr10:82,049,249-82,049,543	295
#13649	1.396	K562	20:ReprD	DNase	K562	20:ReprD	DNase	matched	chr2:98,995,409-98,995,703	295
#13654	1.282	K562	20:ReprD	DNase	K562	20:ReprD	DNase	matched	chr16:1,098,509-1,098,803	295
#13638	1.208	K562	20:ReprD	DNase	K562	20:ReprD	DNase	matched	chr1:2,379,589-2,379,883	295
#5785	1.180	K562	20:ReprD	DNase	K562	20:ReprD	DNase	matched	chr3:24,061,029-24,061,323	295
#13658	1.092	K562	20:ReprD	DNase	K562	20:ReprD	DNase	matched	chr19:13,378,929-13,379,223	295
#5783	1.062	K562	20:ReprD	DNase	K562	20:ReprD	DNase	matched	chr4:154,713,549-154,713,843	295
#13687	1.131	K562	23:Low	DNase	K562	23:Low	DNase	matched	chr17:58,117,229-58,117,523	295
#5864	3.575	K562	24:Quies	DNase	K562	24:Quies	DNase	matched	chr22:26,635,549-26,635,843	295
#13712	2.957	K562	24:Quies	DNase	K562	24:Quies	DNase	matched	chr8:135,243,689-135,243,983	295
#13716	2.844	K562	24:Quies	DNase	K562	24:Quies	DNase	matched	chr6:114,167,289-114,167,583	295
#5869	1.505	K562	24:Quies	DNase	K562	24:Quies	DNase	matched	chr6:68,535,869-68,536,163	295
#13710	1.436	K562	24:Quies	DNase	K562	24:Quies	DNase	matched	chrX:141,256,369-141,256,663	295
#13706	1.129	K562	24:Quies	DNase	K562	24:Quies	DNase	matched	chr4:70,033,109-70,033,403	295
#5861	1.059	K562	24:Quies	DNase	K562	24:Quies	DNase	matched	chr17:19,956,969-19,957,263	295
#5872	4.198	K562	25:Art	DNase	K562	25:Art	DNase	matched	chr6:31,702,489-31,702,783	295
#13744	3.140	K562	25:Art	DNase	K562	25:Art	DNase	matched	chr1:26,221,909-26,222,203	295
#13738	2.856	K562	25:Art	DNase	K562	25:Art	DNase	matched	chr5:140,937,469-140,937,763	295
#13752	2.640	K562	25:Art	DNase	K562	25:Art	DNase	matched	chr21:44,914,489-44,914,783	295
#5879	1.447	K562	25:Art	DNase	K562	25:Art	DNase	matched	chrX:49,033,869-49,034,163	295
#13741	1.374	K562	25:Art	DNase	K562	25:Art	DNase	matched	chr9:139,736,749-139,737,043	295
#5876	1.239	K562	25:Art	DNase	K562	25:Art	DNase	matched	chr22:23,562,649-23,562,943	295
#13746	1.190	K562	25:Art	DNase	K562	25:Art	DNase	matched	chr10:75,289,189-75,289,483	295
#5891	1.029	K562	25:Art	DNase	K562	25:Art	DNase	matched	chrX:152,973,869-152,974,163	295
#23	7.612	K562	1:Tss	DNase	H1hesc	1:Tss	DNase	unmatched	chr1:44,678,949-44,679,243	295
#1578	7.458	K562	1:Tss	DNase	H1hesc	12:CtcfO	DNase	unmatched	chr19:51,373,749-51,374,043	295
#14427	6.985	K562	1:Tss	DNase	Huvec	5:Enh	DNase	unmatched	chr10:74,080,529-74,080,823	295
#2580	6.976	K562	1:Tss	DNase	HepG2	5:Enh	DNase	unmatched	chr16:69,564,569-69,564,863	295
#61	6.969	K562	1:Tss	DNase	H1hesc	1:Tss	DNase	unmatched	chr2:96,971,149-96,971,443	295
#2018	6.871	K562	1:Tss	DNase	HepG2	1:Tss	DNase	unmatched	chr2:73,441,229-73,441,523	295
#5935	6.740	K562	1:Tss	DNase	Huvec	1:Tss	DNase	unmatched	chr10:105,127,549-105,127,843	295
#1968	6.711	K562	1:Tss	DNase	HepG2	1:Tss	DNase	unmatched	chr1:3,712,949-3,713,243	295
#7939	6.497	K562	1:Tss	DNase	H1hesc	1:Tss	DNase	unmatched	chr10:92,631,569-92,631,863	295
#51	6.324	K562	1:Tss	DNase	H1hesc	1:Tss	DNase	unmatched	chr5:68,485,189-68,485,483	295
#7872	6.312	K562	1:Tss	DNase	H1hesc	1:Tss	DNase	unmatched	chr19:58,898,409-58,898,703	295
#9916	6.204	K562	1:Tss	DNase	HepG2	1:Tss	DNase	unmatched	chr19:5,903,689-5,903,983	295
#5947	6.191	K562	1:Tss	DNase	Huvec	1:Tss	DNase	unmatched	chr5:85,913,569-85,913,863	295
#5904	6.190	K562	1:Tss	DNase	Huvec	1:Tss	DNase	unmatched	chr1:203,830,509-203,830,803	295
#5913	6.183	K562	1:Tss	DNase	Huvec	1:Tss	DNase	unmatched	chr19:36,119,749-36,120,043	295
#5903	6.104	K562	1:Tss	DNase	Huvec	1:Tss	DNase	unmatched	chr17:10,600,769-10,601,063	295
#13757	6.078	K562	1:Tss	DNase	Huvec	1:Tss	DNase	unmatched	chr1:118,472,169-118,472,463	295
#5994	6.077	K562	1:Tss	DNase	Huvec	1:Tss	DNase	unmatched	chr22:32,146,049-32,146,343	295
#13779	6.069	K562	1:Tss	DNase	Huvec	1:Tss	DNase	unmatched	chr19:45,927,609-45,927,903	295
#459	5.970	K562	1:Tss	DNase	H1hesc	5:Enh	DNase	unmatched	chr15:58,624,429-58,624,723	295
#7912	5.952	K562	1:Tss	DNase	H1hesc	1:Tss	DNase	unmatched	chr3:169,490,989-169,491,283	295
#5970	5.943	K562	1:Tss	DNase	Huvec	1:Tss	DNase	unmatched	chr11:93,517,269-93,517,563	295
#9882	5.897	K562	1:Tss	DNase	HepG2	1:Tss	DNase	unmatched	chr5:112,196,749-112,197,043	295
#7946	5.813	K562	1:Tss	DNase	H1hesc	1:Tss	DNase	unmatched	chr12:100,594,389-100,594,683	295
#7914	5.695	K562	1:Tss	DNase	H1hesc	1:Tss	DNase	unmatched	chr3:154,042,169-154,042,463	295
#9918	5.678	K562	1:Tss	DNase	HepG2	1:Tss	DNase	unmatched	chr21:33,765,229-33,765,523	295
#7930	5.658	K562	1:Tss	DNase	H1hesc	1:Tss	DNase	unmatched	chr19:13,044,429-13,044,723	295
#5961	5.590	K562	1:Tss	DNase	Huvec	1:Tss	DNase	unmatched	chr7:91,875,109-91,875,403	295
#10406	5.576	K562	1:Tss	DNase	HepG2	5:Enh	DNase	unmatched	chr7:100,743,449-100,743,743	295
#5966	5.442	K562	1:Tss	DNase	Huvec	1:Tss	DNase	unmatched	chr10:70,287,129-70,287,423	295
#5916	5.433	K562	1:Tss	DNase	Huvec	1:Tss	DNase	unmatched	chr3:120,461,349-120,461,643	295
#29	5.383	K562	1:Tss	DNase	H1hesc	1:Tss	DNase	unmatched	chr9:2,844,069-2,844,363	295
#7879	5.377	K562	1:Tss	DNase	H1hesc	1:Tss	DNase	unmatched	chr20:43,150,609-43,150,903	295
#195	5.362	K562	1:Tss	DNase	H1hesc	4:PromP	DNase	unmatched	chr2:118,572,029-118,572,323	295
#6457	5.309	K562	1:Tss	DNase	Huvec	5:Enh	DNase	unmatched	chr19:4,375,749-4,376,043	295
#262	5.306	K562	1:Tss	DNase	H1hesc	5:Enh	DNase	unmatched	chr19:4,374,649-4,374,943	295
#5959	5.288	K562	1:Tss	DNase	Huvec	1:Tss	DNase	unmatched	chr2:120,517,189-120,517,483	295
#1755	5.169	K562	1:Tss	DNase	H1hesc	14:Gen5'	DNase	unmatched	chr22:43,355,709-43,356,003	295
#7916	5.161	K562	1:Tss	DNase	H1hesc	1:Tss	DNase	unmatched	chr7:2,272,489-2,272,783	295
#5932	5.160	K562	1:Tss	DNase	Huvec	1:Tss	DNase	unmatched	chr14:52,456,049-52,456,343	295
#8034	5.139	K562	1:Tss	DNase	H1hesc	4:PromP	DNase	unmatched	chr22:38,199,289-38,199,583	295
#5990	5.112	K562	1:Tss	DNase	Huvec	1:Tss	DNase	unmatched	chr4:84,376,969-84,377,263	295
#9853	5.101	K562	1:Tss	DNase	HepG2	1:Tss	DNase	unmatched	chr12:51,632,389-51,632,683	295
#13831	5.077	K562	1:Tss	DNase	Huvec	1:Tss	DNase	unmatched	chr9:128,469,409-128,469,703	295
#1031	5.024	K562	1:Tss	DNase	H1hesc	8:EnhW	DNase	unmatched	chr9:94,661,229-94,661,523	295
#5962	4.967	K562	1:Tss	DNase	Huvec	1:Tss	DNase	unmatched	chr12:80,328,809-80,329,103	295
#13802	4.933	K562	1:Tss	DNase	Huvec	1:Tss	DNase	unmatched	chr8:37,619,929-37,620,223	295
#11361	4.924	K562	1:Tss	DNase	HepG2	12:CtcfO	DNase	unmatched	chr19:38,826,209-38,826,503	295
#13804	4.882	K562	1:Tss	DNase	Huvec	1:Tss	DNase	unmatched	chr1:2,322,989-2,323,283	295
#9988	4.880	K562	1:Tss	DNase	HepG2	4:PromP	DNase	unmatched	chr15:34,880,529-34,880,823	295
#2061	4.867	K562	1:Tss	DNase	HepG2	1:Tss	DNase	unmatched	chr19:45,004,509-45,004,803	295
#9873	4.856	K562	1:Tss	DNase	HepG2	1:Tss	DNase	unmatched	chr19:38,270,169-38,270,463	295
#7881	4.840	K562	1:Tss	DNase	H1hesc	1:Tss	DNase	unmatched	chr16:30,546,189-30,546,483	295
#5992	4.796	K562	1:Tss	DNase	Huvec	1:Tss	DNase	unmatched	chr11:67,797,889-67,798,183	295
#7945	4.779	K562	1:Tss	DNase	H1hesc	1:Tss	DNase	unmatched	chr7:66,057,269-66,057,563	295
#13811	4.778	K562	1:Tss	DNase	Huvec	1:Tss	DNase	unmatched	chr14:68,286,329-68,286,623	295
#1213	4.778	K562	1:Tss	DNase	H1hesc	8:EnhW	DNase	unmatched	chr15:72,519,049-72,519,343	295
#2008	4.775	K562	1:Tss	DNase	HepG2	1:Tss	DNase	unmatched	chr10:120,840,249-120,840,543	295
#7891	4.714	K562	1:Tss	DNase	H1hesc	1:Tss	DNase	unmatched	chr9:128,003,649-128,003,943	295
#82	4.707	K562	1:Tss	DNase	H1hesc	1:Tss	DNase	unmatched	chr10:70,091,589-70,091,883	295
